17	7577538
6	160174524
3	38591931
23	70338671
11	65146870
4	153244092
17	7573982
1	144994657
17	7578265
11	57971509
7	140453155
17	7578536
17	80790328
17	18907093
1	40701867
23	99943432
19	50169132
23	112058802
17	7577095
19	694935
5	112175390
1	185970862
17	7578479
17	7577017
5	94784045
11	534286
19	41858864
3	178952077
3	138374244
22	28194945
10	96117944
10	64573486
17	7578235
20	39832810
19	971952
14	61789073
17	7578190
9	21971116
1	27106861
17	7578395
6	46672428
3	178921548
2	178098806
5	34867123
17	7577144
18	20596862
15	45007619
3	10183752
16	31193931
4	48490485
4	3237461
6	7580988
19	1272323
3	178936083
1	155018875
2	178098975
7	100180051
3	178560470
17	34077157
17	7577105
4	145039884
1	94033320
11	534289
10	8106058
5	39389982
2	152554096
3	50329948
11	66084240
19	52715982
7	55223567
6	27783070
2	20647449
3	178952074
15	45003779
17	63052591
17	43226833
3	178921549
7	100198322
5	41009477
2	85555050
7	36438750
9	21970900
16	67694198
2	152512437
6	27782998
10	119017345
3	52442512
23	148039901
12	6701583
6	27775436
12	25380278
23	140996328
14	72054904
23	151900476
17	7577610
17	7579533
3	124739694
15	72190946
6	36651906
1	43047152
3	12645699
11	2950513
19	11132435
12	119617367
8	28209072
2	209113112
2	178098800
21	46012351
4	55599321
9	21974730
19	56373427
11	57982648
11	69466019
17	7578206
11	57982656
17	7579521
4	88258484
17	7578448
3	178948136
3	178922364
3	178936074
17	7578554
20	21687680
11	57971604
17	80400154
11	108218045
12	7046365
5	112175348
11	67186395
17	73780812
10	53227489
3	156009858
11	57971422
16	3788618
15	45007719
18	48591918
12	92539203
1	11169375
17	7578416
19	55593843
11	118427698
11	308207
1	228646178
11	123900638
1	115256528
12	91348469
17	7577609
17	7578290
9	21971107
11	57982373
11	14316397
9	21974684
22	41565529
15	40675068
21	46032136
17	7578509
17	7577609
9	79320607
21	46012355
1	27105550
5	112174096
1	59248409
8	30557645
10	123274794
17	37880257
23	151900413
3	178922364
17	7577572
7	12728235
23	27765447
8	74939065
8	69445301
1	10699245
17	7578179
13	48953728
7	92760745
6	36842542
17	7577534
12	56482607
23	123197011
16	677527
23	151900061
10	89624297
3	178921552
6	165703430
4	1807889
17	38324639
3	49412905
19	45872219
12	266277
17	7578460
11	46880747
3	164735642
17	7579699
7	157159248
17	7579368
9	21971108
17	7577536
8	144940678
16	83781740
3	65376868
16	28946809
19	10610247
1	197111790
14	65560514
5	67591125
7	151188050
1	152285533
17	7579312
5	140222831
11	123900860
23	29417401
16	67918831
17	37898852
16	56701251
1	115256528
6	10419659
17	7577586
23	109561071
19	46498700
3	178916946
17	54554865
16	88705614
3	192516720
4	119626803
8	10470139
20	33345744
17	7576851
7	142605705
17	7577138
8	24771944
1	115527431
23	151900533
16	28847379
10	89624275
15	55759201
23	24512955
8	104898096
19	4216990
2	178098960
8	106814337
1	27087503
9	127912080
11	1272374
17	7577079
3	52437795
14	68056837
12	56478854
16	31374542
17	76887220
7	66418288
3	183756393
23	140985121
11	59418247
1	37947235
6	26156929
3	50329957
3	41268766
3	30732969
3	100432575
11	82877707
16	67694231
17	7578463
8	144940592
2	202141586
17	7577082
12	121176678
4	66467570
2	118715997
17	7290430
2	20823725
17	7577111
12	21531349
2	128046958
17	7577097
16	56782199
11	122848402
23	76909629
17	61498026
17	7579406
13	49281339
6	133783490
1	228495849
4	55593661
2	179472135
1	17555289
14	24647332
4	55599340
4	71701911
11	67208620
15	42439928
9	21974695
1	27097665
1	897302
19	8645836
15	54435237
17	7578236
10	104184490
1	60139745
17	7579575
10	95892039
11	72289976
19	18278070
5	36039616
23	70349258
7	1527082
9	137328351
13	113719271
15	49663591
3	178916726
1	27106648
2	236649676
17	30361941
11	123810958
17	7578433
17	7577127
19	12792434
14	65009431
13	29601027
21	34399432
5	140736316
8	108334272
9	37020768
7	139281492
12	49444814
19	50169104
22	23956349
7	5567507
10	89692896
12	121454196
11	57971420
17	7579389
7	150931207
19	9072091
15	76161330
6	29912276
1	46685786
6	147136198
3	47079269
17	7578467
17	7578503
5	13717530
10	105110554
8	97797433
3	33866819
19	42799051
3	151102876
6	26032069
11	4510284
12	25380283
19	1046233
3	10191469
5	112128143
4	138451498
11	69466021
23	50350731
18	45368211
11	12234929
9	95004524
8	39682415
7	140481403
1	158606546
17	7577123
3	44692631
23	73961966
19	56104586
6	17292149
4	187539651
16	67650756
8	15480646
17	29528441
3	178916728
5	38406258
14	77872299
6	129486789
1	27106354
21	10916378
11	108117798
6	144184235
5	67588951
4	153244185
19	47424921
2	80874923
14	63453898
7	20721180
12	55714592
2	33745024
17	29677227
1	18809378
11	49204780
5	110710562
2	198480650
1	11190804
15	22369378
21	31709534
1	176983946
1	237947421
7	146997332
1	158261127
2	138414689
1	241262011
7	112461939
10	64022544
19	19822451
11	55541605
1	86171989
5	112177901
7	30795310
8	104898096
2	138373853
7	146829338
3	25668727
1	186289548
2	168107877
16	20043470
18	50832017
6	22294638
13	23909298
8	132982784
3	121097679
7	143747706
6	55128600
16	31927273
22	35478537
18	46645263
16	20999312
7	143633090
3	189612028
1	147380211
16	19455440
7	94928407
12	118467596
12	89985005
5	37164388
23	72667221
21	34045776
2	202172323
16	53653105
11	20180780
13	37678626
19	56539808
6	88299660
3	136287655
18	31323920
17	7578211
10	89711899
3	3097837
7	82544905
7	84628811
23	111090573
8	52746175
16	20335551
15	29393975
23	99662008
11	60468341
4	55956220
12	7868018
13	35770201
21	19167581
12	22677465
23	22291568
23	110970087
5	34998865
19	56321612
4	123274229
7	137151664
8	70585410
2	179569660
3	160786805
14	92251698
18	29489639
1	166974588
9	123742403
2	225669928
17	67247996
3	52643768
15	101188569
7	94539496
4	46930528
6	87969864
5	112178000
19	19822367
5	140711128
8	48749969
16	19485576
1	151751698
8	30705003
1	78428511
5	140626087
8	77776234
3	52610695
3	189587118
7	148484186
8	21844746
10	125805533
4	74285296
5	13769624
6	133070863
15	101550769
14	100615443
2	37426905
2	202131412
11	99932099
3	111312580
12	46230641
19	8841889
19	44980824
11	58125899
19	56244335
5	140772815
4	185340688
7	34851465
3	44763241
10	101590174
17	29576111
5	178311162
5	178460040
19	13418659
4	135121241
6	101296418
6	12933942
23	8565122
12	4627253
6	99374572
12	107078653
5	90072290
6	152697632
6	46107842
12	41966269
8	59728228
4	115544340
19	52856965
5	35649489
8	121228689
23	79942391
2	180348096
19	52496734
10	61847919
11	124530643
5	162945299
15	62948248
5	80497155
10	61802491
11	5699533
2	207175936
7	101559470
2	9098719
11	28045380
13	22084147
15	52517715
10	134981792
4	187539951
4	13602068
1	200573037
8	141545600
23	114357648
6	17629745
1	202399863
9	137620555
7	105103129
12	21172237
8	19694646
19	4418031
1	47767944
2	61719472
10	104851364
12	51497497
15	42041074
10	70673159
2	113417110
6	114378489
7	92983000
2	37028483
10	105831820
11	118183553
2	31133827
6	73843172
11	4869859
2	168074699
5	43246106
17	15234553
2	179568878
10	96967012
5	140730136
12	91558423
1	77987619
11	47348331
9	5968511
2	61715367
20	62839225
14	20389662
1	158592846
5	37196023
19	38160733
4	153251907
12	52385715
11	48346753
9	121929509
12	6700659
16	58149340
8	87738864
2	202150030
11	51411637
8	39604026
3	108672495
19	52825339
19	24310667
3	178952074
2	113676334
1	248004713
19	54307284
5	140767861
21	44488638
2	201478598
9	21971108
2	178098944
17	7578407
17	42818751
16	71482693
1	227843477
19	44980992
8	82626245
14	21883117
16	58612691
23	106096754
3	49412884
7	113519565
23	125298907
4	265417
2	179621414
21	10914379
19	55449588
6	119238766
1	160253413
7	158896490
1	207498083
9	19346864
13	73347916
6	107100203
3	51451487
2	217054974
2	206991490
2	202257694
3	113015613
4	128732660
23	24226355
5	157078618
11	100922293
11	100922294
18	74635035
5	98209302
10	128908585
1	228434376
14	58698938
6	22570002
1	202698951
7	17836501
18	46906113
3	16336471
6	144613013
13	103292684
4	175231080
17	36047354
5	112889319
1	235969998
1	235970023
8	107695484
15	89449895
8	120430323
3	160151484
11	28119446
15	51828437
6	155574087
7	121960374
18	54281690
6	84573933
20	18142572
11	121414377
8	53558288
9	80144078
11	118074365
11	78412977
6	159687216
2	12880833
11	108115600
14	55903639
18	5291963
15	79324609
9	72965054
4	186112193
1	26658088
7	15652021
22	31354670
1	155348300
6	36767803
16	81051405
2	128341887
4	16026840
3	187443345
23	54838051
16	47730390
6	139164148
20	35060360
5	5486894
1	225599097
4	151114356
20	31394047
9	125861826
4	56759755
8	124799557
2	121043651
19	14829800
15	24921643
8	14412356
20	13763472
14	90769176
5	112164616
13	100909900
19	42744142
14	20249284
8	121238908
2	179611639
9	125316085
8	69046410
16	9857436
8	25718576
2	137814118
6	87725488
1	57257937
14	81945992
4	71275418
4	82125774
15	97326937
12	109192889
8	120631537
8	140631316
6	87965019
11	124179743
1	172501872
2	141215150
11	55135452
5	112151261
19	23837076
12	12630318
11	123810601
7	82544610
1	74507480
6	55932118
4	175598335
23	140995048
18	19995558
23	3241350
5	2755148
6	63990433
1	98164976
2	28719005
4	138452734
5	86649005
19	11917976
8	88365898
7	54617588
8	88365898
9	125861055
11	48267238
7	134134532
8	104898169
11	4790663
8	146067469
17	33477072
3	183756374
7	98445848
9	136226921
3	108211371
19	55417934
5	77590312
10	8115837
6	73787510
12	21168708
19	12772078
9	107571802
17	36708268
15	78568044
1	225306929
1	225521107
3	14174406
19	41132887
23	152915045
10	55568842
6	7886244
19	35622891
3	149260151
22	50313429
9	132854651
9	19346106
6	114264668
17	3990781
17	44115975
12	93968645
2	202466489
11	5626618
4	184175036
6	157527627
17	1559773
13	46716466
17	17700294
14	20483095
11	100169975
4	24550530
21	33076188
5	150922506
11	100061937
17	7229597
4	98633937
9	138395577
1	220364615
4	70504997
1	62367102
19	11143994
11	58919526
1	113234410
15	93173457
17	57290673
6	155581523
17	42956967
2	48026079
23	55748704
15	53049845
1	244217659
16	71218869
4	20521064
6	74150030
11	63069867
7	47842892
4	170321765
12	100774643
3	38961476
1	32713189
19	16918475
12	97136260
12	25232195
8	24256521
10	96541593
18	59483414
15	86266404
3	54537566
8	24259437
13	48955538
10	52603882
2	119727733
5	101834439
6	130762527
20	31022345
3	108568024
6	55933851
18	65180960
17	17106258
19	21239788
22	24621549
22	36708234
6	56566691
4	153268138
1	75078435
1	190067958
13	48947629
7	87190589
19	56369832
1	27099947
20	51870661
11	4661092
5	427974
20	50048903
20	61522306
6	116948931
2	183104895
22	40762493
7	150324854
11	48346606
8	134472027
11	133790076
1	34554768
5	41000823
19	54646887
5	13885322
3	121712524
13	20039660
2	202150039
8	77764324
8	76471257
19	38160724
8	69058566
5	31323206
3	108682428
18	28737418
15	33916126
16	31766763
19	52658375
12	55795008
11	5255394
19	9453497
7	64439395
5	140255890
2	30973992
8	3443759
11	5345040
8	55539327
8	24187543
2	179615354
7	150501930
4	265585
4	265837
17	58740668
16	20959876
19	52941587
4	69095234
3	39159652
3	56680718
14	94756286
15	62217669
23	151124224
19	52394796
12	6692411
4	47746434
7	99084495
8	95658444
1	227842301
13	45010694
2	21230434
1	111773879
19	58490621
18	28609511
16	68598492
1	216373317
7	123264632
12	83290168
11	128426243
13	58299162
19	57646552
2	202151270
11	64037604
9	27949442
13	23905608
10	89717615
9	131038524
8	43047475
17	6380417
1	158324361
1	156642067
16	20673121
6	26252107
3	138665213
6	43403588
3	48310236
4	6578364
12	48919933
11	99690287
15	25220656
17	7578534
20	40944419
7	140453135
19	22362861
16	70889118
5	122522884
2	214878736
15	74911640
1	26658052
11	43469611
12	21954063
18	44057674
2	48936151
16	69745102
1	34276407
19	42799059
19	38858384
15	54919261
11	123988472
12	21918682
19	24309339
1	166926004
1	113252867
10	50315705
4	167656143
15	40318214
19	57723721
8	92406210
11	30033368
17	11725780
16	31131665
2	167304175
15	58430854
12	47186763
19	56297047
3	167240194
7	63981855
14	62462985
10	61011369
1	171080110
14	66083894
22	21344765
19	42791718
17	12655875
12	40114658
19	37879916
20	23028480
7	110526659
18	28914104
2	99012478
19	42791715
2	230377642
2	110015235
19	53854464
5	168233482
19	52538174
16	71509236
12	133682657
10	107022168
20	45130119
11	19077810
17	10426485
14	103599762
11	5624828
16	20975047
6	161528978
14	94121597
2	179629430
11	32657370
19	24309344
2	179702336
19	11978669
4	37446088
1	91781702
7	77240121
8	25708118
18	5891602
19	12637432
2	207172439
1	71318539
11	94113452
4	110862234
3	17226675
12	7640350
10	55569295
15	66048662
3	142525070
19	38126825
14	61186924
4	88091294
10	91488915
7	143632356
14	20404440
12	109613968
2	179613768
12	21036450
19	9085057
6	130762616
19	56935058
3	166958694
16	90099232
5	178310994
1	33960964
8	124992888
4	780459
4	187455191
11	57576003
5	150275935
1	78963588
16	31539946
6	56468781
2	141110552
4	52945942
8	110255244
19	53612707
16	29825109
9	99521337
2	39156109
19	11832709
4	189020158
17	33690205
12	117696239
2	234545590
8	139164785
20	44670039
5	13737548
13	70371056
10	90356597
2	141116507
5	36052021
3	108818291
2	162761399
19	58049259
1	91977351
1	240370204
8	110437383
13	32753060
7	123303136
9	131394744
14	39819363
11	123901211
5	145379738
3	111263901
2	48027958
12	117962701
12	86198722
3	44612650
1	212193518
12	48920047
19	7081448
6	64421713
19	7693137
5	41149516
3	183824092
19	55451447
4	126369711
3	113376936
19	47535945
5	35957327
6	32816567
5	140515442
19	16875863
7	143141184
2	179584073
6	128134538
5	114916621
11	45274137
7	140481411
1	67558934
11	55340006
11	55999981
13	58299162
12	108045467
7	44806214
19	51537306
22	20130522
11	721659
7	17854565
10	32983922
11	47281984
2	201943722
9	93637110
2	198267360
6	54806078
10	71690281
11	57971510
1	16464404
3	30691947
4	187525001
1	158908882
22	26228958
19	30935025
8	104898169
9	35826155
11	6265440
1	197390846
18	65180462
2	29293647
12	121454196
19	19627014
19	19627027
2	29296524
4	141300287
2	31410633
7	108204963
10	135204850
20	37378808
9	15185381
3	69245538
4	106196499
19	38378721
6	109787329
18	34647013
16	48587562
11	102398628
18	72343489
7	49842382
18	29207071
3	156710979
11	44940779
19	53117228
3	41977373
13	100617672
10	27040543
11	134079276
9	109688180
3	130743962
15	100269825
11	125488282
10	17636234
18	59780478
3	44685219
5	140913969
2	54154547
1	63872050
3	197009708
2	47698180
16	50251492
3	37107798
6	8062775
1	55611704
5	54566508
4	83279958
2	48033396
22	31854494
16	84135308
18	33706765
10	121586215
17	7851025
12	133779243
8	99224702
21	30358482
3	15467851
18	77227454
3	37368058
6	10704880
6	32818159
17	58143671
17	42745468
2	174820642
2	234545731
3	132179159
1	53443986
14	77311207
21	30411452
18	11824922
4	39436111
21	41385279
1	169346071
18	32833517
12	6632016
2	48033753
2	74002160
16	85015570
13	103389079
17	12666750
11	1026380
12	123087284
3	38793949
18	56415044
15	54306737
2	128075798
11	65373447
17	62132152
1	196250003
2	179702223
16	2550412
2	191301650
1	247769166
14	100615479
14	45673642
7	99668860
1	109649259
7	129909541
16	3076519
18	12701088
2	55805441
1	205554035
20	1210599
1	20107215
7	77885499
10	118236283
1	155180357
3	10089677
18	43467725
19	58773135
9	5810024
12	46320332
8	131916177
17	7792380
6	43400462
2	85553825
22	18604328
1	15874796
8	27361207
4	187540391
11	96125218
11	64056826
2	24260579
16	24582988
18	13092445
6	109286202
11	55541130
13	41932577
5	13753547
1	22202157
19	38795318
6	27839778
3	52437782
3	44685350
9	136328610
1	27092809
7	87913314
3	30732942
1	57378088
2	211179661
19	7830511
19	9075063
12	55846720
4	55599320
11	55541046
13	103387989
15	66774131
23	31854892
6	139094904
12	49434415
2	33810694
22	41551100
1	66036155
18	30846889
17	7577506
2	198511352
7	55223543
11	57982360
15	51860704
16	65016134
9	21971096
17	3593419
18	21644103
6	31940120
5	36037940
5	140774651
5	112175324
2	125262020
2	179616598
1	158637785
2	210557512
23	79698243
9	120475898
15	33855184
2	224462806
12	21172239
2	168100923
9	16436469
4	153247367
5	13717530
6	72678732
1	201982405
23	133948805
17	7578196
22	45683306
8	145065464
7	100806796
16	2818134
9	135947053
10	21962615
23	53285133
23	150840247
1	182026325
3	111950335
20	37154091
7	138603524
11	67766695
17	7578175
6	26031895
17	7578440
12	88473957
19	620015
21	47783764
3	20017562
7	150656686
20	23017238
3	52727448
11	34149080
10	63852248
17	7578458
17	38324513
22	41553402
13	20220875
17	56389372
17	47696432
3	10191513
1	240555839
11	4790251
17	7579377
6	35995961
2	141747165
5	5463056
7	116417457
23	110439124
6	43038134
18	48327796
5	112174119
3	178937422
8	1950698
17	7577095
1	183933106
11	123908839
10	64415277
17	7578262
23	151900057
1	68906582
17	37881000
15	49429375
17	7574002
22	35726358
8	17611496
3	178916957
11	85342831
11	73675980
5	13769199
1	45407190
6	18122786
11	62559355
19	1080092
12	110495058
2	186671708
7	78636484
11	60705349
19	39883109
10	1139394
6	99852519
5	115423210
1	52530608
11	82888177
17	46111232
13	39262883
4	47593309
8	105509626
9	140051410
20	61488812
3	62459960
18	2928653
13	23907902
7	48312083
19	49002400
3	184870595
13	37583813
15	85634393
5	167489111
10	53457486
1	3427403
20	62196064
14	51101906
3	44346712
6	110734556
4	128861154
7	99128777
14	35871259
13	39262883
12	95906667
10	91098792
2	1677547
3	172098796
14	21559617
4	110737358
8	9627729
12	417066
8	59750825
4	146042527
17	67008130
2	187360039
6	96034484
10	135369108
10	72493775
11	114118040
2	200820957
3	52014583
10	98741244
9	33026902
12	88519108
11	76372514
21	34924118
6	152650896
10	22016857
10	103190136
19	2129435
13	77644815
6	38850794
10	60556253
13	36776025
16	777579
11	308203
17	10600752
1	935114
16	85691140
22	20781775
19	2762546
19	9076366
13	101936359
18	19995559
11	62521022
1	159505755
19	9010648
2	170462555
19	16296279
12	58145430
1	39783026
5	88056848
11	88258487
5	42804757
23	32430014
23	47307610
15	69708369
19	37975130
7	29552201
1	156900358
14	21833045
1	16258731
8	3565996
21	35199157
7	5567464
2	105858660
9	139741083
19	9067923
1	237972262
23	150906969
2	102988513
18	28737511
23	123191804
15	69238562
4	152201066
6	26216532
18	7038884
3	191074882
12	106824083
13	75923344
2	225266346
12	51758021
17	39780589
21	34442718
5	130799890
19	7935640
1	2520399
20	34542206
1	38511138
16	23568933
11	65320914
